Name,Age,Purpose,Depature,Destination,PeriodOfStay
표라희,31,business,jeju,tokyo,58
석재율,8,business,busan,saporo,61
함태하,75,tourism,kimpo,fukuoka,27
장설아,77,business,busan,fukuoka,19
홍서우,5,business,busan,fukuoka,29
온재희,69,other,incheon,osaka,88
유이현,17,tourism,kimpo,tokyo,32
전시우,40,business,jeju,osaka,23
길윤,57,business,incheon,osaka,76
피지유,20,business,kimpo,osaka,89
마라엘,2,tourism,busan,tokyo,16
길연주,77,business,jeju,saporo,26
제소미,80,tourism,busan,saporo,85
단태양,33,other,kimpo,fukuoka,20
당민석,32,tourism,jeju,fukuoka,10
구세아,14,business,busan,osaka,17
안혜인,39,business,kimpo,fukuoka,62
간성준,26,other,jeju,saporo,2
오태호,27,tourism,jeju,tokyo,11
견정빈,47,business,incheon,tokyo,82
배현빈,49,other,incheon,tokyo,33
동윤주,13,other,kimpo,tokyo,56
모유빈,73,tourism,jeju,tokyo,26
소승아,73,other,busan,osaka,77
신진우,28,other,kimpo,saporo,62
류수호,16,other,jeju,osaka,84
어도하,25,other,incheon,fukuoka,2
기수빈,35,tourism,kimpo,saporo,32
위우주,3,business,kimpo,saporo,10
진인우,59,business,busan,saporo,1
여예빈,9,business,jeju,tokyo,67
방준호,29,tourism,busan,tokyo,86
차지민,13,business,incheon,saporo,18
강은별,24,other,busan,osaka,73
승수민,50,other,jeju,tokyo,40
장시윤,66,business,busan,osaka,62
탁은유,28,business,busan,fukuoka,17
우성현,49,business,jeju,tokyo,79
라주혁,9,other,jeju,tokyo,60
음유주,9,tourism,jeju,saporo,14
현하진,52,tourism,jeju,saporo,41
민단우,71,tourism,kimpo,fukuoka,59
길강민,23,business,incheon,saporo,35
동설아,29,business,kimpo,fukuoka,23
승소연,1,business,jeju,osaka,42
음가연,33,tourism,busan,saporo,26
신연호,11,tourism,jeju,fukuoka,62
간재희,73,tourism,busan,osaka,26
기세아,19,other,incheon,tokyo,52
기세훈,35,tourism,kimpo,fukuoka,56
엄유나,29,business,busan,fukuoka,4
길하윤,78,other,kimpo,saporo,40
봉강현,52,business,jeju,tokyo,51
형승아,44,other,incheon,saporo,83
손서진,64,business,busan,osaka,64
은채윤,38,tourism,kimpo,saporo,85
공아인,19,other,kimpo,tokyo,82
정채윤,66,business,busan,tokyo,28
강주은,28,business,jeju,osaka,83
은설,65,other,busan,fukuoka,68
장동훈,50,other,incheon,tokyo,26
왕소윤,25,tourism,jeju,osaka,42
설준영,8,other,incheon,saporo,63
채준수,52,other,kimpo,saporo,40
길은우,15,tourism,incheon,osaka,32
명하진,77,business,busan,saporo,32
인혜빈,57,tourism,kimpo,osaka,90
봉정원,8,business,incheon,saporo,23
공다은,24,business,incheon,saporo,77
남로아,70,business,jeju,tokyo,11
견다연,39,other,kimpo,saporo,69
모태린,40,business,kimpo,tokyo,46
공나은,53,tourism,kimpo,saporo,41
하연호,42,business,busan,fukuoka,78
설지성,23,business,busan,saporo,87
허윤서,62,business,kimpo,tokyo,61
성유민,18,other,kimpo,osaka,52
소하람,21,tourism,jeju,osaka,11
송이한,73,other,kimpo,saporo,3
지우찬,44,business,busan,fukuoka,34
심예나,63,other,busan,saporo,12
편효주,79,tourism,jeju,saporo,46
지지온,25,tourism,busan,saporo,80
현서우,75,tourism,kimpo,saporo,75
봉아영,72,other,kimpo,osaka,23
상시은,33,business,incheon,fukuoka,53
옥지아,22,business,jeju,saporo,60
경이솔,22,other,incheon,fukuoka,72
류예주,42,other,jeju,osaka,72
염채연,11,other,kimpo,tokyo,29
오서하,19,tourism,kimpo,fukuoka,13
맹소정,1,business,jeju,fukuoka,43
한강우,23,tourism,incheon,osaka,57
서준영,73,other,jeju,tokyo,45
천준후,69,business,incheon,tokyo,33
사소원,11,business,busan,tokyo,57
맹성우,67,business,kimpo,tokyo,4
길지한,40,business,kimpo,fukuoka,38
연성준,13,other,busan,saporo,66
부도현,40,business,jeju,saporo,2
호민준,26,tourism,busan,saporo,76
차찬희,42,other,incheon,fukuoka,47
여지은,41,business,kimpo,saporo,36
표라희,41,business,kimpo,saporo,20
장하영,53,other,kimpo,osaka,24
백주환,26,other,kimpo,tokyo,37
옥산,32,tourism,busan,tokyo,31
고시현,46,tourism,incheon,osaka,82
천동욱,62,other,kimpo,fukuoka,4
반채원,5,other,kimpo,fukuoka,65
조민우,63,business,kimpo,saporo,27
단유진,79,business,jeju,tokyo,52
명혜성,5,tourism,kimpo,saporo,81
신태양,47,tourism,jeju,fukuoka,13
갈아린,31,business,jeju,osaka,44
금연호,40,business,jeju,osaka,64
위민석,56,business,incheon,saporo,83
명여준,3,tourism,busan,tokyo,17
황여원,45,tourism,kimpo,saporo,44
왕사랑,73,tourism,jeju,osaka,7
인현서,32,business,jeju,osaka,65
임시온,52,tourism,kimpo,osaka,67
단은비,44,business,busan,tokyo,62
천지웅,62,tourism,kimpo,tokyo,89
소하린,19,business,busan,saporo,61
가시헌,53,tourism,kimpo,saporo,28
지강우,14,tourism,incheon,fukuoka,65
이봄,10,tourism,kimpo,osaka,9
염동준,54,tourism,incheon,tokyo,87
단은수,50,other,kimpo,saporo,17
황민규,47,tourism,busan,fukuoka,73
염유준,34,business,jeju,fukuoka,39
시시후,57,business,incheon,fukuoka,66
최시후,32,tourism,busan,saporo,79
왕가은,5,business,incheon,fukuoka,55
기유성,46,other,jeju,osaka,51
온소원,54,tourism,busan,fukuoka,2
가대현,54,other,jeju,osaka,87
배연서,69,business,jeju,saporo,52
남민재,70,other,busan,tokyo,26
소정후,8,tourism,busan,tokyo,42
견리아,72,other,busan,saporo,30
허정연,59,tourism,kimpo,fukuoka,49
왕은재,73,other,kimpo,saporo,15
탁나린,46,tourism,incheon,tokyo,49
손아영,20,other,jeju,saporo,49
황가온,52,tourism,incheon,tokyo,75
위동하,8,tourism,busan,osaka,78
좌서호,25,business,kimpo,saporo,55
유세현,49,other,incheon,fukuoka,72
하민호,33,business,incheon,osaka,62
형정연,7,other,jeju,tokyo,22
전해나,43,business,jeju,saporo,60
원서정,30,other,incheon,tokyo,27
원서진,36,tourism,busan,fukuoka,37
구이솔,46,business,jeju,tokyo,31
도재하,26,tourism,kimpo,osaka,37
설소민,46,other,incheon,saporo,34
주가빈,38,tourism,incheon,tokyo,58
우민기,39,tourism,kimpo,fukuoka,28
정다온,19,business,kimpo,saporo,15
도수호,27,other,incheon,tokyo,19
좌라희,68,business,incheon,osaka,11
나아현,13,business,incheon,tokyo,52
오영우,77,tourism,incheon,tokyo,47
박승아,69,tourism,jeju,fukuoka,9
차다희,39,other,busan,saporo,29
육지오,23,tourism,jeju,fukuoka,2
추혜윤,27,business,jeju,osaka,6
강다희,9,other,kimpo,saporo,11
권윤서,10,tourism,kimpo,osaka,3
어단비,62,business,incheon,saporo,46
두채린,1,tourism,incheon,osaka,18
방시현,3,business,incheon,osaka,80
방시연,77,tourism,busan,tokyo,55
강정연,27,other,kimpo,tokyo,18
육태하,47,other,busan,osaka,86
위지온,3,business,jeju,tokyo,48
호민서,55,tourism,kimpo,saporo,69
하은비,3,other,busan,saporo,48
엄은호,52,tourism,jeju,fukuoka,20
성승유,70,business,busan,fukuoka,19
하예준,4,other,jeju,saporo,60
육민하,9,business,kimpo,fukuoka,27
맹유성,53,business,jeju,tokyo,61
형지완,12,tourism,jeju,osaka,28
명유이,26,tourism,incheon,saporo,58
박예은,43,business,incheon,saporo,59
윤현아,28,tourism,busan,saporo,16
민주하,18,tourism,jeju,fukuoka,51
천가온,77,other,incheon,tokyo,21
당예담,80,other,busan,tokyo,33
강서진,74,business,incheon,tokyo,47
맹유라,79,business,busan,saporo,70
황아인,69,tourism,kimpo,osaka,36
진지아,32,business,kimpo,fukuoka,86
감요한,56,business,incheon,tokyo,44
육세은,1,tourism,busan,saporo,68
손유나,10,business,kimpo,saporo,20
사서연,30,business,kimpo,osaka,76
모혜빈,76,tourism,jeju,osaka,15
은리원,18,business,incheon,saporo,48
형수진,44,business,incheon,osaka,69
성은호,2,other,incheon,fukuoka,67
길용준,66,tourism,kimpo,saporo,88
길온유,33,tourism,busan,osaka,39
박보미,6,business,kimpo,osaka,47
동윤,37,business,kimpo,fukuoka,79
봉유하,80,tourism,incheon,fukuoka,1
도라희,35,other,kimpo,fukuoka,82
주혜진,18,tourism,busan,osaka,33
기현승,62,tourism,jeju,osaka,63
길정연,24,other,jeju,tokyo,41
조지운,78,business,kimpo,osaka,79
정유림,50,other,busan,saporo,67
복연준,40,business,kimpo,osaka,17
황소희,0,other,jeju,fukuoka,51
어규민,30,tourism,kimpo,saporo,78
부태은,8,other,jeju,tokyo,56
신호진,75,tourism,kimpo,osaka,67
우채민,24,tourism,jeju,fukuoka,19
황아라,30,tourism,kimpo,fukuoka,82
안은찬,53,tourism,incheon,fukuoka,16
한윤성,37,other,incheon,fukuoka,16
표은성,6,other,kimpo,osaka,68
부율,61,business,kimpo,osaka,76
좌서정,16,tourism,kimpo,fukuoka,41
부지윤,65,tourism,incheon,tokyo,56
함유찬,23,business,busan,osaka,21
금규빈,77,business,busan,fukuoka,72
홍이안,54,business,kimpo,tokyo,30
목라온,75,other,incheon,saporo,30
민다희,33,tourism,busan,fukuoka,29
서리안,69,other,kimpo,saporo,87
심세훈,66,other,kimpo,osaka,5
천예찬,77,tourism,busan,saporo,84
두규민,29,tourism,incheon,osaka,12
형승찬,14,tourism,incheon,osaka,76
여하연,8,other,kimpo,tokyo,17
소예린,31,tourism,jeju,osaka,77
시하빈,37,other,busan,fukuoka,55
은수아,62,other,incheon,fukuoka,52
연유나,17,tourism,jeju,saporo,1
당세린,48,tourism,incheon,osaka,51
심승아,57,other,busan,osaka,86
주세빈,8,business,kimpo,fukuoka,63
육형준,45,tourism,incheon,osaka,5
전성윤,29,business,kimpo,saporo,43
탁하온,16,business,kimpo,tokyo,4
장하나,0,business,incheon,osaka,42
연현민,52,business,incheon,tokyo,44
장연수,11,tourism,jeju,saporo,61
옥현아,1,business,incheon,tokyo,26
권유성,53,other,busan,fukuoka,63
반성윤,79,tourism,busan,tokyo,17
음소민,66,tourism,busan,saporo,64
공리아,3,other,kimpo,saporo,45
인하윤,52,business,kimpo,fukuoka,87
정율,23,other,kimpo,tokyo,39
위은재,17,business,kimpo,saporo,17
상은율,53,business,jeju,tokyo,83
주유현,10,other,kimpo,saporo,40
어유안,27,business,jeju,tokyo,26
반우현,58,other,incheon,osaka,6
서이든,78,business,kimpo,tokyo,1
빈유안,48,business,busan,osaka,3
석재은,14,other,jeju,saporo,40
임순기,68,business,jeju,osaka,11
정민솔,44,other,kimpo,fukuoka,77
금지한,64,other,kimpo,fukuoka,25
마세영,14,tourism,kimpo,tokyo,77
연가현,25,business,kimpo,saporo,31
정지민,53,tourism,busan,saporo,3
최가을,79,other,busan,osaka,56
최윤슬,61,tourism,incheon,saporo,27
하주혁,47,tourism,busan,fukuoka,88
여라온,9,tourism,kimpo,osaka,19
배윤채,50,other,kimpo,osaka,8
복다경,76,other,jeju,fukuoka,74
문태이,16,business,kimpo,saporo,55
심민채,41,tourism,jeju,tokyo,65
송승유,15,business,jeju,tokyo,88
심윤찬,48,business,jeju,saporo,7
길채민,59,tourism,incheon,fukuoka,73
주지연,45,other,kimpo,saporo,37
은아현,33,other,busan,fukuoka,19
강태경,15,tourism,incheon,saporo,84
허윤,53,tourism,incheon,osaka,26
류시원,68,business,kimpo,fukuoka,45
장혜성,78,tourism,jeju,saporo,5
민승유,74,other,kimpo,osaka,54
감채윤,52,tourism,kimpo,osaka,74
방소이,37,business,jeju,saporo,66
모세은,20,tourism,kimpo,tokyo,68
나정후,79,business,busan,saporo,14
범재우,42,other,incheon,fukuoka,67
경지은,16,other,busan,osaka,38
위가윤,32,business,busan,osaka,43
최단우,7,tourism,busan,fukuoka,62
어태양,78,other,kimpo,osaka,67
지동하,70,tourism,busan,fukuoka,72
금나린,51,business,incheon,tokyo,11
양혜린,45,other,jeju,osaka,3
승다온,70,other,busan,osaka,64
석단아,10,tourism,kimpo,saporo,5
방호진,19,other,busan,tokyo,70
봉지민,50,tourism,incheon,osaka,68
국다연,50,business,busan,osaka,33
여지용,19,tourism,jeju,saporo,59
목정빈,48,business,jeju,saporo,85
천찬우,1,business,busan,osaka,16
소아린,38,business,incheon,tokyo,90
배하민,39,tourism,jeju,osaka,48
승도은,65,other,incheon,saporo,60
경다희,52,other,jeju,fukuoka,61
목주희,30,tourism,jeju,tokyo,55
사연우,65,business,jeju,fukuoka,65
임채민,20,tourism,kimpo,fukuoka,37
가서하,41,other,kimpo,saporo,68
염건우,26,tourism,jeju,saporo,55
인은솔,28,other,jeju,tokyo,25
함상우,12,business,kimpo,saporo,51
상선우,51,business,jeju,saporo,35
예주연,44,business,incheon,fukuoka,62
도태훈,60,business,kimpo,saporo,4
민원준,41,business,kimpo,fukuoka,62
음나율,22,business,busan,saporo,84
류아름,13,tourism,incheon,osaka,24
선지온,20,business,busan,osaka,71
태주완,41,other,kimpo,osaka,31
추시우,2,business,jeju,osaka,68
국우준,4,business,jeju,fukuoka,68
이해인,2,business,jeju,saporo,75
은새봄,19,tourism,busan,osaka,46
함지훈,10,other,busan,tokyo,56
변지훈,4,other,jeju,saporo,42
범이준,20,other,busan,tokyo,35
명태린,80,other,incheon,fukuoka,69
원도경,1,tourism,kimpo,saporo,41
국수현,6,tourism,jeju,fukuoka,73
단하준,27,other,incheon,fukuoka,66
용우주,45,tourism,busan,osaka,34
조소윤,48,business,busan,saporo,88
엄다현,19,tourism,jeju,osaka,42
육다원,8,business,incheon,osaka,44
박예주,60,business,kimpo,tokyo,53
설세은,62,business,kimpo,tokyo,18
함성민,48,business,busan,saporo,11
금윤지,72,tourism,kimpo,osaka,71
변정훈,26,other,jeju,fukuoka,83
황유성,6,business,jeju,osaka,14
부현승,74,business,jeju,saporo,2
빈연지,59,tourism,busan,fukuoka,90
설윤채,79,other,kimpo,osaka,15
양나린,77,business,kimpo,osaka,3
추태민,62,business,kimpo,fukuoka,43
채리원,3,business,busan,osaka,75
선수호,18,tourism,busan,fukuoka,14
목설,48,tourism,incheon,osaka,70
라성윤,79,business,jeju,osaka,69
서도원,51,other,jeju,fukuoka,89
기수혁,63,business,kimpo,osaka,46
서유성,48,tourism,kimpo,osaka,23
음원우,48,business,kimpo,saporo,87
여수연,46,other,kimpo,fukuoka,61
시가은,45,business,kimpo,tokyo,34
추준영,42,business,incheon,osaka,85
국세훈,78,other,kimpo,osaka,80
선가영,72,tourism,incheon,saporo,68
함율,11,other,busan,fukuoka,61
맹이현,29,tourism,jeju,saporo,46
민예준,52,other,kimpo,saporo,16
염현석,61,business,jeju,osaka,25
차은유,10,business,kimpo,osaka,30
이세인,80,other,busan,fukuoka,56
구지혁,57,other,busan,saporo,46
우민결,8,tourism,jeju,tokyo,73
안예림,71,other,kimpo,osaka,8
태지한,69,tourism,incheon,saporo,50
백우주,57,business,busan,saporo,53
석예담,74,tourism,busan,osaka,44
우하진,14,business,busan,saporo,32
예지민,11,tourism,incheon,tokyo,57
은지민,24,tourism,kimpo,saporo,86
장단비,63,tourism,incheon,osaka,12
온상현,78,business,busan,tokyo,27
두서린,22,tourism,jeju,fukuoka,44
정윤진,21,other,busan,osaka,27
가윤성,54,other,busan,tokyo,70
현이현,63,tourism,busan,fukuoka,26
나강민,33,tourism,kimpo,osaka,76
현희원,59,other,kimpo,osaka,22
노유진,78,business,busan,saporo,5
최사랑,65,tourism,busan,saporo,64
금찬희,63,other,jeju,fukuoka,6
모은재,1,business,kimpo,saporo,76
부순기,6,other,jeju,tokyo,52
배우진,10,tourism,busan,fukuoka,15
형한별,54,business,jeju,saporo,16
박은지,69,business,jeju,tokyo,9
견여준,16,other,busan,fukuoka,29
견다혜,10,tourism,kimpo,osaka,2
류지원,55,business,jeju,fukuoka,73
라서원,5,business,jeju,osaka,60
승도희,4,other,jeju,tokyo,53
한솔,56,other,kimpo,saporo,3
천정후,21,business,incheon,fukuoka,88
안승후,11,other,jeju,saporo,19
복도연,5,tourism,jeju,osaka,62
도예인,27,tourism,jeju,tokyo,69
상유건,79,other,incheon,saporo,26
양동현,34,other,busan,osaka,41
설승민,63,other,incheon,tokyo,85
남예슬,76,business,kimpo,osaka,22
은신우,76,other,busan,osaka,55
금서우,44,tourism,busan,fukuoka,12
우주안,10,other,kimpo,tokyo,72
피윤하,75,tourism,busan,saporo,56
가서후,29,tourism,incheon,tokyo,70
심민하,38,business,incheon,saporo,31
제이안,39,tourism,busan,saporo,38
사준희,6,business,busan,fukuoka,61
선윤채,35,tourism,jeju,osaka,76
음호진,63,business,jeju,fukuoka,16
두유라,42,tourism,incheon,saporo,76
천진혁,76,other,kimpo,saporo,3
채연서,47,tourism,jeju,saporo,73
강효준,1,tourism,busan,saporo,22
태준서,24,business,incheon,tokyo,41
육가을,19,tourism,jeju,osaka,12
우지웅,48,other,jeju,osaka,39
송도율,70,tourism,busan,fukuoka,54
음민찬,56,other,kimpo,tokyo,13
위아인,52,other,kimpo,saporo,21
복예인,48,other,incheon,fukuoka,20
형경민,12,other,busan,tokyo,37
소지현,52,business,jeju,tokyo,7
한서희,24,tourism,busan,saporo,2
당유진,77,business,jeju,tokyo,42
강영우,36,business,kimpo,fukuoka,36
박시온,71,other,jeju,saporo,66
최한별,30,other,jeju,fukuoka,25
진준원,12,business,kimpo,fukuoka,55
장나현,43,business,incheon,saporo,9
라시윤,68,other,busan,saporo,19
범율,54,business,incheon,fukuoka,53
곽은혜,31,other,incheon,tokyo,51
주재윤,36,tourism,busan,osaka,29
고윤,16,other,jeju,tokyo,39
방채연,70,tourism,incheon,fukuoka,26
전주호,10,business,incheon,saporo,14
용시우,7,tourism,jeju,osaka,86
인사랑,8,other,incheon,saporo,71
하효린,23,tourism,incheon,tokyo,72
좌준현,43,other,busan,fukuoka,84
금준희,52,business,busan,osaka,56
모동하,8,tourism,kimpo,osaka,75
손주현,2,business,incheon,tokyo,13
문제이,18,tourism,busan,tokyo,20
좌예린,42,other,incheon,tokyo,35
최유진,2,other,jeju,saporo,26
위성훈,32,tourism,kimpo,fukuoka,70
왕나현,56,business,busan,tokyo,84
곽혜정,3,business,busan,fukuoka,28
형건후,33,business,incheon,saporo,26
봉해준,36,other,kimpo,fukuoka,7
진시환,43,other,jeju,fukuoka,22
방서아,36,other,busan,fukuoka,27
목리나,2,business,busan,osaka,86
빈도원,66,business,jeju,osaka,36
여지웅,50,business,incheon,osaka,60
복민아,47,tourism,busan,saporo,74
지유진,37,tourism,incheon,saporo,38
문이안,22,business,kimpo,fukuoka,83
시지수,22,business,incheon,tokyo,37
석예솔,1,business,incheon,saporo,48
용민우,37,business,busan,fukuoka,89
고지훈,61,tourism,incheon,saporo,32
어준혁,15,business,incheon,fukuoka,67
곽정후,13,tourism,busan,tokyo,21
견유리,9,other,kimpo,osaka,41
노시헌,50,business,busan,saporo,88
원하엘,38,business,jeju,tokyo,12
모은혁,78,tourism,incheon,fukuoka,78
음혜빈,72,business,kimpo,osaka,66
백윤서,34,business,incheon,fukuoka,9
금효주,40,business,jeju,osaka,31
소주한,48,business,jeju,osaka,34
연재우,21,other,busan,fukuoka,44
손준수,48,business,jeju,osaka,32
고재호,73,tourism,busan,tokyo,67
육우현,13,other,incheon,fukuoka,40
탁민서,51,tourism,kimpo,fukuoka,64
천정후,15,business,busan,saporo,62
변수현,32,tourism,busan,osaka,90
부나연,65,other,kimpo,osaka,8
명하빈,51,business,jeju,saporo,87
남동하,1,tourism,kimpo,saporo,14
봉연우,40,tourism,busan,tokyo,38
두태현,18,tourism,incheon,osaka,4
이연재,65,tourism,incheon,fukuoka,25
승규현,22,tourism,kimpo,osaka,28
육소은,51,other,jeju,fukuoka,68
여시온,34,tourism,busan,fukuoka,77
추원우,43,other,jeju,saporo,16
고온유,11,other,incheon,saporo,48
나동우,8,other,busan,osaka,81
호승빈,8,business,kimpo,saporo,65
황석현,59,other,kimpo,osaka,11
백하엘,12,tourism,incheon,fukuoka,7
석나린,20,other,kimpo,osaka,79
온리원,73,business,kimpo,tokyo,49
은재원,43,business,jeju,saporo,66
가한결,25,tourism,busan,fukuoka,52
승태연,31,tourism,jeju,saporo,19
하건호,69,other,incheon,saporo,32
백도은,67,business,kimpo,tokyo,24
현효린,64,tourism,jeju,tokyo,77
반지한,56,business,incheon,tokyo,87
심태희,20,business,jeju,osaka,28
연현수,30,business,busan,saporo,49
이가은,0,tourism,jeju,fukuoka,79
구은지,34,business,busan,saporo,2
심은수,65,other,jeju,fukuoka,76
서준현,14,business,busan,tokyo,65
표지윤,1,other,busan,osaka,15
진찬우,2,tourism,busan,saporo,20
탁서우,50,business,busan,fukuoka,8
명태훈,79,other,incheon,saporo,81
